class	property	access
{LV.Ring}	Named Numeric Font:Italic	read
{LV.Ring}	Named Numeric Font:Name	read
{LV.Ring}	Named Numeric Font:Size	read
{LV.Ring}	Named Numeric Font:Strikeout	read
{LV.Ring}	Named Numeric Font:Underline	read
{LV.Ring}	Named Numeric Size	read
{LV.Ring}	Number of Items	read
{LV.Ring}	Owner (Deprecated)	read
{LV.Ring}	Owning VI	read
{LV.Ring}	Position	read
{LV.Ring}	Position:Left	read
{LV.Ring}	Position:Top	read
{LV.Ring}	Property Nodes[]	read
{LV.Ring}	Representation	read
{LV.Ring}	Response to Value Outside Limits	read
{LV.Ring}	Response to Value Outside Limits:Increment	read
{LV.Ring}	Response to Value Outside Limits:Maximum	read
{LV.Ring}	Response to Value Outside Limits:Minimum	read
{LV.Ring}	Ring Text	read
{LV.Ring}	Selected	read
{LV.Ring}	Skip When Tabbing	read
{LV.Ring}	Strings And Values []	read
{LV.Ring}	Strings []	read
{LV.Ring}	Synchronous Display	read
{LV.Ring}	Terminal	read
{LV.Ring}	Tip Strip	read
{LV.Ring}	Total Bounds Rect	read
{LV.Ring}	Type Descriptor	read
{LV.Ring}	Typedef:Path	read
{LV.Ring}	Typedef:VI	read
{LV.Ring}	Unit Label	read
{LV.Ring}	Value	read
{LV.Ring}	Value (Signaling)	write
{LV.Ring}	Values []	read
{LV.Ring}	Visible	read
{LV.Ring}	Wizard Data	read
{LV.RotaryColorScale}	Bounds	read
{LV.RotaryColorScale}	Bounds:Area Height	read
{LV.RotaryColorScale}	Bounds:Area Width	read
{LV.RotaryColorScale}	Class ID	read
{LV.RotaryColorScale}	Class Name	read
{LV.RotaryColorScale}	Display Format	read
{LV.RotaryColorScale}	Display Format:Format	read
{LV.RotaryColorScale}	Display Format:Precision	read
{LV.RotaryColorScale}	Editable	read
{LV.RotaryColorScale}	Flipped	read
{LV.RotaryColorScale}	Format String	read
{LV.RotaryColorScale}	Group Member Refs[]	read
{LV.RotaryColorScale}	Grouped	read
{LV.RotaryColorScale}	High Color	read
{LV.RotaryColorScale}	Interpolate Color	read
{LV.RotaryColorScale}	Is On Block Diagram?	read
{LV.RotaryColorScale}	Locked	read
{LV.RotaryColorScale}	Low Color	read
{LV.RotaryColorScale}	Mapping Mode	read
{LV.RotaryColorScale}	Marker	read
{LV.RotaryColorScale}	Marker Colors	read
{LV.RotaryColorScale}	Marker Colors:BG Color	read
{LV.RotaryColorScale}	Marker Colors:Text Color	read
{LV.RotaryColorScale}	Marker Values[]	read
{LV.RotaryColorScale}	Master Bounds Rect	read
{LV.RotaryColorScale}	Modified	read
{LV.RotaryColorScale}	Owner (Deprecated)	read
{LV.RotaryColorScale}	Owning VI	read
{LV.RotaryColorScale}	Position	read
{LV.RotaryColorScale}	Position:Left	read
{LV.RotaryColorScale}	Position:Top	read
{LV.RotaryColorScale}	Ramp Visible	read
{LV.RotaryColorScale}	Range	read
{LV.RotaryColorScale}	Range:Increment	read
{LV.RotaryColorScale}	Range:Maximum	read
{LV.RotaryColorScale}	Range:Minimum	read
{LV.RotaryColorScale}	Range:Minor Increment	read
{LV.RotaryColorScale}	Range:Start	read
{LV.RotaryColorScale}	Scale Position	read
{LV.RotaryColorScale}	Scale Position:Range	read
{LV.RotaryColorScale}	Scale Position:Start	read
{LV.RotaryColorScale}	Selected	read
{LV.RotaryColorScale}	Style	read
{LV.RotaryColorScale}	Tick Colors:Minor Tick Color	read
{LV.RotaryColorScale}	Tick Colors:Tick Color	read
{LV.RotaryColorScale}	Total Bounds Rect	read
{LV.RotaryColorScale}	Uniform Marker Spacing?	read
{LV.RotaryColorScale}	Visible	read
{LV.Scale}	Bounds	read
{LV.Scale}	Bounds:Area Height	read
{LV.Scale}	Bounds:Area Width	read
{LV.Scale}	Class ID	read
{LV.Scale}	Class Name	read
{LV.Scale}	Display Format	read
{LV.Scale}	Display Format:Format	read
{LV.Scale}	Display Format:Precision	read
{LV.Scale}	Editable	read
{LV.Scale}	Flipped	read
{LV.Scale}	Format String	read
{LV.Scale}	Group Member Refs[]	read
{LV.Scale}	Grouped	read
{LV.Scale}	Is On Block Diagram?	read
{LV.Scale}	Locked	read
{LV.Scale}	Mapping Mode	read
{LV.Scale}	Marker	read
{LV.Scale}	Marker Colors	read
{LV.Scale}	Marker Colors:BG Color	read
{LV.Scale}	Marker Colors:Text Color	read
{LV.Scale}	Master Bounds Rect	read
{LV.Scale}	Modified	read
{LV.Scale}	Owner (Deprecated)	read
{LV.Scale}	Owning VI	read
{LV.Scale}	Position	read
{LV.Scale}	Position:Left	read
{LV.Scale}	Position:Top	read
{LV.Scale}	Range	read
{LV.Scale}	Range:Increment	read
{LV.Scale}	Range:Maximum	read
{LV.Scale}	Range:Minimum	read
{LV.Scale}	Range:Minor Increment	read
{LV.Scale}	Range:Start	read
{LV.Scale}	Selected	read
{LV.Scale}	Style	read
{LV.Scale}	Tick Colors:Minor Tick Color	read
{LV.Scale}	Tick Colors:Tick Color	read
{LV.Scale}	Total Bounds Rect	read
{LV.Scale}	Uniform Marker Spacing?	read
{LV.Scale}	Visible	read
{LV.ScriptNodeParameter}	Bounds	read
{LV.ScriptNodeParameter}	Bounds:Area Height	read
{LV.ScriptNodeParameter}	Bounds:Area Width	read
{LV.ScriptNodeParameter}	Class ID	read
{LV.ScriptNodeParameter}	Class Name	read
{LV.ScriptNodeParameter}	Group Member Refs[]	read
{LV.ScriptNodeParameter}	Grouped	read
{LV.ScriptNodeParameter}	Input?	read
{LV.ScriptNodeParameter}	Is On Block Diagram?	read
{LV.ScriptNodeParameter}	Locked	read
{LV.ScriptNodeParameter}	Master Bounds Rect	read
{LV.ScriptNodeParameter}	Modified	read
{LV.ScriptNodeParameter}	Name	read
{LV.ScriptNodeParameter}	Owner (Deprecated)	read
{LV.ScriptNodeParameter}	Owning VI	read
{LV.ScriptNodeParameter}	Position	read
{LV.ScriptNodeParameter}	Position:Left	read
{LV.ScriptNodeParameter}	Position:Top	read
{LV.ScriptNodeParameter}	Selected	read
{LV.ScriptNodeParameter}	Terminal	read
{LV.ScriptNodeParameter}	Total Bounds Rect	read
{LV.ScriptNodeParameter}	Type	read
{LV.ScriptNode}	Bounds	read
{LV.ScriptNode}	Bounds:Area Height	read
{LV.ScriptNode}	Bounds:Area Width	read
{LV.ScriptNode}	Class ID	read
{LV.ScriptNode}	Class Name	read
{LV.ScriptNode}	Clump Num	read
{LV.ScriptNode}	Description	read
{LV.ScriptNode}	Fire Count	read
{LV.ScriptNode}	Formula Expression	read
{LV.ScriptNode}	Group Member Refs[]	read
{LV.ScriptNode}	Grouped	read
{LV.ScriptNode}	Icon	read
{LV.ScriptNode}	Is Asynchronous	read
{LV.ScriptNode}	Is Break Point Set	read
{LV.ScriptNode}	Is On Block Diagram?	read
{LV.ScriptNode}	Label	read
{LV.ScriptNode}	Locked	read
{LV.ScriptNode}	Master Bounds Rect	read
{LV.ScriptNode}	Modified	read
{LV.ScriptNode}	Owner (Deprecated)	read
{LV.ScriptNode}	Owning VI	read
{LV.ScriptNode}	Position	read
{LV.ScriptNode}	Position:Left	read
{LV.ScriptNode}	Position:Top	read
{LV.ScriptNode}	Scrollbar Visible?	read
{LV.ScriptNode}	Selected	read
{LV.ScriptNode}	Short Count	read
{LV.ScriptNode}	Style	read
{LV.ScriptNode}	Terminals[]	read
{LV.ScriptNode}	Total Bounds Rect	read
{LV.SequenceLocal}	Class ID	read
{LV.SequenceLocal}	Class Name	read
{LV.SequenceLocal}	Is On Block Diagram?	read
{LV.SequenceLocal}	Modified	read
{LV.SequenceLocal}	Owner (Deprecated)	read
{LV.SequenceLocal}	Owning VI	read
{LV.SequenceLocal}	Terminals[]	read
{LV.Sequence}	AutoSize To Fit Contents?	read
{LV.Sequence}	Bounds	read
{LV.Sequence}	Bounds:Area Height	read
{LV.Sequence}	Bounds:Area Width	read
{LV.Sequence}	Class ID	read
{LV.Sequence}	Class Name	read
{LV.Sequence}	Clump Num	read
{LV.Sequence}	Description	read
{LV.Sequence}	Diagrams[]	read
{LV.Sequence}	Fire Count	read
{LV.Sequence}	Frame Selector Rect	read
{LV.Sequence}	Frame Size	read
{LV.Sequence}	Frames[]	read
{LV.Sequence}	Group Member Refs[]	read
{LV.Sequence}	Grouped	read
{LV.Sequence}	Icon	read
{LV.Sequence}	Is Asynchronous	read
{LV.Sequence}	Is Break Point Set	read
{LV.Sequence}	Is On Block Diagram?	read
{LV.Sequence}	Label	read
{LV.Sequence}	Locked	read
{LV.Sequence}	Master Bounds Rect	read
{LV.Sequence}	Modified	read
{LV.Sequence}	Owner (Deprecated)	read
{LV.Sequence}	Owning VI	read
{LV.Sequence}	Position	read
{LV.Sequence}	Position:Left	read
{LV.Sequence}	Position:Top	read
{LV.Sequence}	Selected	read
{LV.Sequence}	Sequence Locals[]	read
{LV.Sequence}	Short Count	read
{LV.Sequence}	Style	read
{LV.Sequence}	Terminals[]	read
{LV.Sequence}	Total Bounds Rect	read
{LV.Sequence}	Tunnels[]	read
{LV.Sequence}	Visible Frame	read
{LV.SimDiagram}	All Objects[]	read
{LV.SimDiagram}	Bounds	read
{LV.SimDiagram}	Bounds:Area Height	read
{LV.SimDiagram}	Bounds:Area Width	read
{LV.SimDiagram}	Class ID	read
{LV.SimDiagram}	Class Name	read
{LV.SimDiagram}	Color	read
{LV.SimDiagram}	CompanionDiag	read
{LV.SimDiagram}	Decorations[]	read
{LV.SimDiagram}	FeedthroughMap	read
{LV.SimDiagram}	Firing Order	read
{LV.SimDiagram}	Functions[]	read
{LV.SimDiagram}	Group Member Refs[]	read
{LV.SimDiagram}	Grouped	read
{LV.SimDiagram}	Is Break Point Set	read
{LV.SimDiagram}	Is On Block Diagram?	read
{LV.SimDiagram}	Locked	read
{LV.SimDiagram}	Master Bounds Rect	read
{LV.SimDiagram}	Modified	read
{LV.SimDiagram}	Owner (Deprecated)	read
{LV.SimDiagram}	Owning VI	read
{LV.SimDiagram}	Position	read
{LV.SimDiagram}	Position:Left	read
{LV.SimDiagram}	Position:Top	read
{LV.SimDiagram}	Selected	read
{LV.SimDiagram}	SimulationParameters	read
{LV.SimDiagram}	SubVIs[]	read
{LV.SimDiagram}	Total Bounds Rect	read
{LV.SimDiagram}	Visible Bounds	read
{LV.SimDiagram}	Wires[]	read
{LV.SimDiagram}	additionalSimulationPrivateData	read
{LV.SimulationDCO}	Bounds	read
{LV.SimulationDCO}	Bounds:Area Height	read
{LV.SimulationDCO}	Bounds:Area Width	read
{LV.SimulationDCO}	Class ID	read
{LV.SimulationDCO}	Class Name	read
{LV.SimulationDCO}	Group Member Refs[]	read
{LV.SimulationDCO}	Grouped	read
{LV.SimulationDCO}	InsideTerm	read
{LV.SimulationDCO}	Is On Block Diagram?	read
{LV.SimulationDCO}	Locked	read
{LV.SimulationDCO}	Master Bounds Rect	read
{LV.SimulationDCO}	Modified	read
{LV.SimulationDCO}	OutsideTerm	read
{LV.SimulationDCO}	Owner (Deprecated)	read
{LV.SimulationDCO}	Owning VI	read
{LV.SimulationDCO}	Position	read
{LV.SimulationDCO}	Position:Left	read
{LV.SimulationDCO}	Position:Top	read
{LV.SimulationDCO}	Selected	read
{LV.SimulationDCO}	Total Bounds Rect	read
{LV.SimulationNode}	AutoSize To Fit Contents?	read
{LV.SimulationNode}	Bounds	read
{LV.SimulationNode}	Bounds:Area Height	read
{LV.SimulationNode}	Bounds:Area Width	read
{LV.SimulationNode}	Class ID	read
{LV.SimulationNode}	Class Name	read
{LV.SimulationNode}	Clump Num	read
{LV.SimulationNode}	Description	read
{LV.SimulationNode}	Diagrams[]	read
{LV.SimulationNode}	Fire Count	read
{LV.SimulationNode}	Frame Size	read
{LV.SimulationNode}	Group Member Refs[]	read
{LV.SimulationNode}	Grouped	read
{LV.SimulationNode}	Icon	read
{LV.SimulationNode}	Is Asynchronous	read
{LV.SimulationNode}	Is Break Point Set	read
{LV.SimulationNode}	Is On Block Diagram?	read
{LV.SimulationNode}	Label	read
{LV.SimulationNode}	Locked	read
{LV.SimulationNode}	Master Bounds Rect	read
{LV.SimulationNode}	Modified	read
{LV.SimulationNode}	Owner (Deprecated)	read
{LV.SimulationNode}	Owning VI	read
{LV.SimulationNode}	Position	read
{LV.SimulationNode}	Position:Left	read
{LV.SimulationNode}	Position:Top	read
{LV.SimulationNode}	Selected	read
{LV.SimulationNode}	Short Count	read
{LV.SimulationNode}	SimNode Error In	read
{LV.SimulationNode}	SimNode ErrorOut	read
{LV.SimulationNode}	SimNode Parameters	read
{LV.SimulationNode}	Style	read
{LV.SimulationNode}	Terminals[]	read
{LV.SimulationNode}	Total Bounds Rect	read
{LV.SimulationNode}	Tunnels[]	read
{LV.SlideScale}	Bounds	read
{LV.SlideScale}	Bounds:Area Height	read
{LV.SlideScale}	Bounds:Area Width	read
{LV.SlideScale}	Class ID	read
{LV.SlideScale}	Class Name	read
{LV.SlideScale}	Display Format	read
{LV.SlideScale}	Display Format:Format	read
{LV.SlideScale}	Display Format:Precision	read
{LV.SlideScale}	Editable	read
{LV.SlideScale}	Flipped	read
{LV.SlideScale}	Format String	read
{LV.SlideScale}	Group Member Refs[]	read
{LV.SlideScale}	Grouped	read
{LV.SlideScale}	Is On Block Diagram?	read
{LV.SlideScale}	Locked	read
{LV.SlideScale}	Mapping Mode	read
{LV.SlideScale}	Marker	read
{LV.SlideScale}	Marker Colors	read
{LV.SlideScale}	Marker Colors:BG Color	read
{LV.SlideScale}	Marker Colors:Text Color	read
{LV.SlideScale}	Marker Values[]	read
{LV.SlideScale}	Master Bounds Rect	read
{LV.SlideScale}	Modified	read
{LV.SlideScale}	Owner (Deprecated)	read
{LV.SlideScale}	Owning VI	read
{LV.SlideScale}	Position	read
{LV.SlideScale}	Position:Left	read
{LV.SlideScale}	Position:Top	read
{LV.SlideScale}	Range	read
{LV.SlideScale}	Range:Increment	read
{LV.SlideScale}	Range:Maximum	read
{LV.SlideScale}	Range:Minimum	read
{LV.SlideScale}	Range:Minor Increment	read
{LV.SlideScale}	Range:Start	read
{LV.SlideScale}	Selected	read
{LV.SlideScale}	Style	read
{LV.SlideScale}	Tick Colors:Minor Tick Color	read
{LV.SlideScale}	Tick Colors:Tick Color	read
{LV.SlideScale}	Total Bounds Rect	read
{LV.SlideScale}	Uniform Marker Spacing?	read
{LV.SlideScale}	Visible	read
{LV.Slide}	Active Slider	read
{LV.Slide}	Auto-Update From Typedef	read
{LV.Slide}	Bit Accurate Data Size	read
{LV.Slide}	Blinking	read
{LV.Slide}	Bounds	read
{LV.Slide}	Bounds:Area Height	read
{LV.Slide}	Bounds:Area Width	read
{LV.Slide}	Caption	read
{LV.Slide}	Class ID	read
{LV.Slide}	Class Name	read
{LV.Slide}	Control Reference Nodes[]	read
{LV.Slide}	Data Entry Limits	read
{LV.Slide}	Data Entry Limits:Increment	read
{LV.Slide}	Data Entry Limits:Maximum	read
{LV.Slide}	Data Entry Limits:Minimum	read
{LV.Slide}	DataSocket:Enabled	read
{LV.Slide}	DataSocket:LED Visible	read
{LV.Slide}	DataSocket:Mode	read
{LV.Slide}	DataSocket:Status	read
{LV.Slide}	DataSocket:URL	read
{LV.Slide}	Default Value	read
{LV.Slide}	Description	read
{LV.Slide}	Digital Displays[]	read
{LV.Slide}	Disabled	read
{LV.Slide}	Fill Color	read
{LV.Slide}	Fill Style	read
{LV.Slide}	Focus Key Binding	read
{LV.Slide}	Group Member Refs[]	read
{LV.Slide}	Grouped	read
{LV.Slide}	Has Caption	read
{LV.Slide}	Housing Colors	read
{LV.Slide}	Housing Size	read
{LV.Slide}	Indicator	read
{LV.Slide}	Invoke Nodes[]	read
{LV.Slide}	Is On Block Diagram?	read
{LV.Slide}	Is On Connector Pane	read
{LV.Slide}	Is Typedef?	read
{LV.Slide}	Key Focus	read
{LV.Slide}	Label	read
{LV.Slide}	Latch Value	read
{LV.Slide}	Local Variables[]	read
{LV.Slide}	Locked	read
{LV.Slide}	Master Bounds Rect	read
{LV.Slide}	Modified	read
{LV.Slide}	Num Of Sliders	read
{LV.Slide}	Owner (Deprecated)	read
{LV.Slide}	Owning VI	read
{LV.Slide}	Position	read
{LV.Slide}	Position:Left	read
{LV.Slide}	Position:Top	read
{LV.Slide}	Property Nodes[]	read
{LV.Slide}	Representation	read
{LV.Slide}	Response to Value Outside Limits	read
{LV.Slide}	Response to Value Outside Limits:Increment	read
{LV.Slide}	Response to Value Outside Limits:Maximum	read
{LV.Slide}	Response to Value Outside Limits:Minimum	read
{LV.Slide}	Scale	read
{LV.Slide}	Scale Info	read
{LV.Slide}	Selected	read
{LV.Slide}	Skip When Tabbing	read
{LV.Slide}	Slider Colors	read
{LV.Slide}	Slider Colors:BG Color	read
{LV.Slide}	Slider Colors:FG Color	read
{LV.Slide}	Synchronous Display	read
{LV.Slide}	Terminal	read
{LV.Slide}	Text Labels Visible?	read
{LV.Slide}	Text Labels[]	read
{LV.Slide}	Tip Strip	read
{LV.Slide}	Total Bounds Rect	read
{LV.Slide}	Type Descriptor	read
{LV.Slide}	Typedef:Path	read
{LV.Slide}	Typedef:VI	read
{LV.Slide}	Unit Label	read
{LV.Slide}	Value	read
{LV.Slide}	Value (Signaling)	write
{LV.Slide}	Visible	read
{LV.Slide}	Wizard Data	read
{LV.StateDiagramWizard}	Class ID	read
{LV.StateDiagramWizard}	Class Name	read
{LV.StateDiagramWizard}	Is On Block Diagram?	read
{LV.StateDiagramWizard}	Master Enum	read
{LV.StateDiagramWizard}	Modified	read
{LV.StateDiagramWizard}	Owner (Deprecated)	read
{LV.StateDiagramWizard}	Owning VI	read
{LV.StateDiagramWizard}	State Case	read
{LV.StateDiagramWizard}	State Loop	read
{LV.StateDiagramWizard}	StateOutputTunnel	read
{LV.StateDiagramWizard}	StopCodeEnum	read
{LV.StateDiagramWizard}	SubVIConfig	read
{LV.StateDiagramWizard}	_Quit_StateEnum	read
{LV.StaticVIReference}	Bounds	read
{LV.StaticVIReference}	Bounds:Area Height	read
{LV.StaticVIReference}	Bounds:Area Width	read
{LV.StaticVIReference}	Class ID	read
{LV.StaticVIReference}	Class Name	read
{LV.StaticVIReference}	Clump Num	read
{LV.StaticVIReference}	Description	read
{LV.StaticVIReference}	Fire Count	read
{LV.StaticVIReference}	Group Member Refs[]	read
{LV.StaticVIReference}	Grouped	read
{LV.StaticVIReference}	Icon	read
{LV.StaticVIReference}	Is Asynchronous	read
{LV.StaticVIReference}	Is Break Point Set	read
{LV.StaticVIReference}	Is On Block Diagram?	read
{LV.StaticVIReference}	Label	read
{LV.StaticVIReference}	Locked	read
{LV.StaticVIReference}	Master Bounds Rect	read
{LV.StaticVIReference}	Modified	read
{LV.StaticVIReference}	Owner (Deprecated)	read
{LV.StaticVIReference}	Owning VI	read
{LV.StaticVIReference}	Position	read
{LV.StaticVIReference}	Position:Left	read
{LV.StaticVIReference}	Position:Top	read
{LV.StaticVIReference}	Selected	read
{LV.StaticVIReference}	Short Count	read
{LV.StaticVIReference}	Style	read
{LV.StaticVIReference}	Terminals[]	read
{LV.StaticVIReference}	Total Bounds Rect	read
{LV.StaticVIReference}	VI Name	read
{LV.StaticVIReference}	VI Path	read
{LV.StringConstant}	Auto-Update From Typedef	read
{LV.StringConstant}	Bounds	read
{LV.StringConstant}	Bounds:Area Height	read
{LV.StringConstant}	Bounds:Area Width	read
{LV.StringConstant}	Class ID	read
{LV.StringConstant}	Class Name	read
{LV.StringConstant}	Description	read
{LV.StringConstant}	Display Style	read
{LV.StringConstant}	Group Member Refs[]	read
{LV.StringConstant}	Grouped	read
{LV.StringConstant}	Is On Block Diagram?	read
{LV.StringConstant}	Is Typedef?	read
{LV.StringConstant}	Label	read
{LV.StringConstant}	Limit To Single Line?	read
{LV.StringConstant}	Locked	read
{LV.StringConstant}	Master Bounds Rect	read
{LV.StringConstant}	Modified	read
{LV.StringConstant}	Owner (Deprecated)	read
{LV.StringConstant}	Owning VI	read
{LV.StringConstant}	Position	read
{LV.StringConstant}	Position:Left	read
{LV.StringConstant}	Position:Top	read
{LV.StringConstant}	Prealloc Length	read
{LV.StringConstant}	Scrollbar Visible?	read
{LV.StringConstant}	Selected	read
{LV.StringConstant}	Size To Text?	read
{LV.StringConstant}	Terminal	read
{LV.StringConstant}	Tip Strip	read
{LV.StringConstant}	Total Bounds Rect	read
{LV.StringConstant}	Typedef:Path	read
{LV.StringConstant}	Typedef:VI	read
{LV.StringConstant}	Value	read
{LV.String}	Auto-Update From Typedef	read
{LV.String}	Bit Accurate Data Size	read
{LV.String}	Blinking	read
{LV.String}	Bounds	read
{LV.String}	Bounds:Area Height	read
{LV.String}	Bounds:Area Width	read
{LV.String}	Caption	read
{LV.String}	Class ID	read
{LV.String}	Class Name	read
{LV.String}	Control Reference Nodes[]	read
{LV.String}	DataSocket:Enabled	read
{LV.String}	DataSocket:LED Visible	read
{LV.String}	DataSocket:Mode	read
{LV.String}	DataSocket:Status	read
{LV.String}	DataSocket:URL	read
{LV.String}	Default Value	read
{LV.String}	Description	read
{LV.String}	Disabled	read
{LV.String}	Display Style	read
{LV.String}	Focus Key Binding	read
{LV.String}	Force Unicode Text	read
{LV.String}	Group Member Refs[]	read
{LV.String}	Grouped	read
{LV.String}	Has Caption	read
{LV.String}	Indicator	read
{LV.String}	Invoke Nodes[]	read
{LV.String}	Is On Block Diagram?	read
{LV.String}	Is On Connector Pane	read
{LV.String}	Is Typedef?	read
{LV.String}	Key Focus	read
{LV.String}	Label	read
{LV.String}	Latch Value	read
{LV.String}	Limit To Single Line?	read
{LV.String}	Local Variables[]	read
{LV.String}	Locked	read
{LV.String}	Master Bounds Rect	read
{LV.String}	Modified	read
{LV.String}	Owner (Deprecated)	read
{LV.String}	Owning VI	read
{LV.String}	Position	read
{LV.String}	Position:Left	read
{LV.String}	Position:Top	read
{LV.String}	Prealloc Length	read
{LV.String}	Property Nodes[]	read
{LV.String}	Scrollbar Visible	read
{LV.String}	Selected	read
{LV.String}	Size	read
{LV.String}	Skip When Tabbing	read
{LV.String}	Synchronous Display	read
{LV.String}	Terminal	read
{LV.String}	Text	read
{LV.String}	Tip Strip	read
{LV.String}	Total Bounds Rect	read
{LV.String}	Type Descriptor	read
{LV.String}	Typedef:Path	read
{LV.String}	Typedef:VI	read
{LV.String}	Update While Typing?	read
{LV.String}	Value	read
{LV.String}	Value (Signaling)	write
{LV.String}	Visible	read
{LV.String}	Wizard Data	read
{LV.Structure}	AutoSize To Fit Contents?	read
{LV.Structure}	Bounds	read
{LV.Structure}	Bounds:Area Height	read
{LV.Structure}	Bounds:Area Width	read
{LV.Structure}	Class ID	read
{LV.Structure}	Class Name	read
{LV.Structure}	Clump Num	read
{LV.Structure}	Description	read
{LV.Structure}	Diagrams[]	read
{LV.Structure}	Fire Count	read
{LV.Structure}	Frame Size	read
{LV.Structure}	Group Member Refs[]	read
{LV.Structure}	Grouped	read
{LV.Structure}	Icon	read
{LV.Structure}	Is Asynchronous	read
{LV.Structure}	Is Break Point Set	read
{LV.Structure}	Is On Block Diagram?	read
{LV.Structure}	Label	read
{LV.Structure}	Locked	read
{LV.Structure}	Master Bounds Rect	read
{LV.Structure}	Modified	read
{LV.Structure}	Owner (Deprecated)	read
{LV.Structure}	Owning VI	read
{LV.Structure}	Position	read
{LV.Structure}	Position:Left	read
{LV.Structure}	Position:Top	read
{LV.Structure}	Selected	read
{LV.Structure}	Short Count	read
{LV.Structure}	Style	read
{LV.Structure}	Terminals[]	read
{LV.Structure}	Total Bounds Rect	read
{LV.Structure}	Tunnels[]	read
{LV.SubPanel}	Allow User to Open Diagram	read
{LV.SubPanel}	Auto-Update From Typedef	read
{LV.SubPanel}	Bit Accurate Data Size	read
{LV.SubPanel}	Blinking	read
{LV.SubPanel}	Bounds	read
{LV.SubPanel}	Bounds:Area Height	read
{LV.SubPanel}	Bounds:Area Width	read
{LV.SubPanel}	Caption	read
{LV.SubPanel}	Class ID	read
{LV.SubPanel}	Class Name	read
{LV.SubPanel}	Container Bounds	read
{LV.SubPanel}	Control Reference Nodes[]	read
{LV.SubPanel}	DataSocket:Enabled	read
{LV.SubPanel}	DataSocket:LED Visible	read
{LV.SubPanel}	DataSocket:Mode	read
{LV.SubPanel}	DataSocket:Status	read
{LV.SubPanel}	DataSocket:URL	read
{LV.SubPanel}	Default Value	read
{LV.SubPanel}	Description	read
{LV.SubPanel}	Disabled	read
{LV.SubPanel}	Focus Key Binding	read
{LV.SubPanel}	Group Member Refs[]	read
{LV.SubPanel}	Grouped	read
{LV.SubPanel}	Has Caption	read
{LV.SubPanel}	Indicator	read
{LV.SubPanel}	Invoke Nodes[]	read
{LV.SubPanel}	Is On Block Diagram?	read
{LV.SubPanel}	Is On Connector Pane	read
{LV.SubPanel}	Is Typedef?	read
{LV.SubPanel}	Key Focus	read
{LV.SubPanel}	Label	read
{LV.SubPanel}	Latch Value	read
{LV.SubPanel}	Local Variables[]	read
{LV.SubPanel}	Locked	read
{LV.SubPanel}	Master Bounds Rect	read
{LV.SubPanel}	Modified	read
{LV.SubPanel}	Owner (Deprecated)	read
{LV.SubPanel}	Owning VI	read
{LV.SubPanel}	Panel Transparent	read
{LV.SubPanel}	Position	read
{LV.SubPanel}	Position:Left	read
{LV.SubPanel}	Position:Top	read
{LV.SubPanel}	Property Nodes[]	read
{LV.SubPanel}	Scale Panel	read
{LV.SubPanel}	Selected	read
{LV.SubPanel}	Skip When Tabbing	read
{LV.SubPanel}	Synchronous Display	read
{LV.SubPanel}	Terminal	read
{LV.SubPanel}	Tip Strip	read
{LV.SubPanel}	Total Bounds Rect	read
{LV.SubPanel}	Type Descriptor	read
{LV.SubPanel}	Typedef:Path	read
{LV.SubPanel}	Typedef:VI	read
{LV.SubPanel}	Value	read
{LV.SubPanel}	Value (Signaling)	write
{LV.SubPanel}	Visible	read
{LV.SubPanel}	Wizard Data	read
{LV.SubPanel}	X Scrollbar Visible	read
{LV.SubPanel}	Y Scrollbar Visible	read
{LV.SubVI}	Bad SubVI Linkage	read
{LV.SubVI}	Bounds	read
{LV.SubVI}	Bounds:Area Height	read
{LV.SubVI}	Bounds:Area Width	read
{LV.SubVI}	Class ID	read
{LV.SubVI}	Class Name	read
{LV.SubVI}	Clump Num	read
{LV.SubVI}	Description	read
{LV.SubVI}	Fire Count	read
{LV.SubVI}	Group Member Refs[]	read
{LV.SubVI}	Grouped	read
{LV.SubVI}	Grow Terms	read
{LV.SubVI}	Icon	read
{LV.SubVI}	Is Asynchronous	read
{LV.SubVI}	Is Break Point Set	read
{LV.SubVI}	Is On Block Diagram?	read
{LV.SubVI}	Label	read
{LV.SubVI}	Locked	read
{LV.SubVI}	Master Bounds Rect	read
{LV.SubVI}	Modified	read
{LV.SubVI}	Owner (Deprecated)	read
{LV.SubVI}	Owning VI	read
{LV.SubVI}	Position	read
{LV.SubVI}	Position:Left	read
{LV.SubVI}	Position:Top	read
{LV.SubVI}	Selected	read
{LV.SubVI}	Short Count	read
{LV.SubVI}	Skip Subroutine Call If Busy	read
{LV.SubVI}	Style	read
{LV.SubVI}	SubVI Setup:Close Front Panel After Call	read
{LV.SubVI}	SubVI Setup:Open Front Panel When Loaded	read
{LV.SubVI}	SubVI Setup:Show Front Panel When Called	read
{LV.SubVI}	SubVI Setup:Suspend When Called	read
{LV.SubVI}	Terminals Visible?	read
{LV.SubVI}	Terminals[]	read
{LV.SubVI}	Total Bounds Rect	read
{LV.SubVI}	VI Name	read
{LV.SubVI}	VI Path	read
{LV.SubVI}	VI Reference	read
{LV.SubVI}	View As Icon	read
{LV.SubWizard}	Class ID	read
{LV.SubWizard}	Class Name	read
{LV.SubWizard}	Is On Block Diagram?	read
{LV.SubWizard}	Modified	read
{LV.SubWizard}	Owner (Deprecated)	read
{LV.SubWizard}	Owning VI	read
